Date,AUDUSD=X__NZDUSD=X,EURUSD=X__GBPUSD=X,CADUSD=X__CHFUSD=X
2015-06-04,0.7154294537433507,0.9440872223254534,0.1
2015-06-05,0.7208434739411617,0.9547196332581185,0.1
2015-06-08,0.7215903532961114,0.9569380600755304,0.1
2015-06-09,0.7218928243436844,0.974571008869661,0.1
2015-06-10,0.7214217013920793,0.9738663754039549,0.1
2015-06-11,0.6970770616957315,0.9658612400486462,0.1
2015-06-12,0.69491908996757,0.9645482728005819,0.1
2015-06-15,0.6950826994860194,0.9605060720850922,0.1
2015-06-16,0.6962428403409255,0.9635120427981345,0.1
2015-06-17,0.6953033047664141,0.9616008141765329,0.1
2015-06-18,0.6858521558517604,0.9601189109057168,0.1
2015-06-19,0.6891771886307583,0.9596340645346353,0.1
2015-06-22,0.6844444275223917,0.9958541576243743,0.1
2015-06-23,0.6848999231170199,0.9947046373315388,0.1
2015-06-24,0.6913574809057548,1.0165163189206605,0.1
2015-06-25,0.6889906282094881,1.012611718611894,0.1
2015-06-26,0.6886535494238097,1.011142632915384,0.1
2015-06-29,0.6899313727911396,1.0262248244724128,0.1
2015-06-30,0.6897063698374093,1.0377109958456534,0.1
2015-07-01,0.6841247083183737,1.0408862522899247,0.1
2015-07-02,0.6832190735777732,1.0482548051256408,0.1
2015-07-03,0.686694702777809,1.04046073451671,0.3020063764134409
2015-07-06,0.6998235681716523,1.0423481737455813,0.3021836250331422
2015-07-07,0.699485741004109,1.051018451246089,0.3305966800994171
2015-07-08,0.7108728027595022,1.0426532615346225,0.34562695161761153
2015-07-09,0.6984070613984588,1.0235151438369003,0.40275863717958904
2015-07-10,0.6956684057545974,0.9907897560344275,0.40576669040547597
2015-07-13,0.6815201190359806,0.9777493765202177,0.4001245543595142
2015-07-14,0.6801818786013573,0.9760100386503254,0.42482813474308195
2015-07-15,0.6834272069029672,0.9495586297627001,0.4210339113028192
2015-07-16,0.6937370661136544,0.9466029340163753,0.425639200434376
2015-07-17,0.6771850526232046,0.958753750437646,0.42671500262026035
2015-07-20,0.6779675308599171,0.9599492756969639,0.4277089491288482
2015-07-21,0.6705716801251537,0.966464571244861,0.4382488884798756
2015-07-22,0.6770349727278571,0.9556089602754543,0.43519970267376124
2015-07-23,0.6783677003196033,0.9601094564131019,0.43504955330410033
2015-07-24,0.6780271540387708,0.9284640104802689,0.42806945242660294
2015-07-27,0.6829082740899162,0.9157932265881671,0.42508693021768496
2015-07-28,0.6774788787229992,0.9227971845361909,0.4241200706006925
2015-07-29,0.6804519672563216,0.9215057698110053,0.42291548903489445
2015-07-30,0.6785252578225538,0.923108062074925,0.42139903388719857
2015-07-31,0.6763293444658989,0.9243211740177067,0.4232633527763051
2015-08-03,0.6782215700738264,0.9250347590416825,0.4223509179673948
